CODIGO_AUTO;CODIGO;DESCRIPCION;REFERENCIA;TIPO INSUMO DET;TIPO INSUMO;UND NEGOCIOS;CENTRO_COSTOS
5912;7912;LENTES DE CONTACTO IQ SOFT TORICO +10.75;LCI-0005912;150;4;U04;200101
5913;7913;LENTES DE CONTACTO IQ SOFT TORICO +10.50;LCI-0005913;150;4;U04;200101
5914;7914;LENTES DE CONTACTO IQ SOFT TORICO +10.25;LCI-0005914;150;4;U04;200101
5915;7915;LENTES DE CONTACTO IQ SOFT TORICO +10.00;LCI-0005915;150;4;U04;200101
5916;7916;LENTES DE CONTACTO IQ SOFT TORICO +9.75;LCI-0005916;150;4;U04;200101
5917;7917;LENTES DE CONTACTO IQ SOFT TORICO +9.50;LCI-0005917;150;4;U04;200101
5918;7918;LENTES DE CONTACTO IQ SOFT TORICO +9.25;LCI-0005918;150;4;U04;200101
5919;7919;LENTES DE CONTACTO IQ SOFT TORICO +9.00;LCI-0005919;150;4;U04;200101
5920;7920;LENTES DE CONTACTO IQ SOFT TORICO +8.75;LCI-0005920;150;4;U04;200101
5921;7921;LENTES DE CONTACTO IQ SOFT TORICO +8.50;LCI-0005921;150;4;U04;200101
5922;7922;LENTES DE CONTACTO IQ SOFT TORICO +8.25;LCI-0005922;150;4;U04;200101
5923;7923;LENTES DE CONTACTO IQ SOFT TORICO +8.00;LCI-0005923;150;4;U04;200101
5924;7924;LENTES DE CONTACTO IQ SOFT TORICO +7.75;LCI-0005924;150;4;U04;200101
5925;7925;LENTES DE CONTACTO IQ SOFT TORICO +7.50;LCI-0005925;150;4;U04;200101
5926;7926;LENTES DE CONTACTO IQ SOFT TORICO +7.25;LCI-0005926;150;4;U04;200101
5927;7927;LENTES DE CONTACTO IQ SOFT TORICO +7.00;LCI-0005927;150;4;U04;200101
5928;7928;LENTES DE CONTACTO IQ SOFT TORICO +6.75;LCI-0005928;150;4;U04;200101
5929;7929;LENTES DE CONTACTO IQ SOFT TORICO +6.50;LCI-0005929;150;4;U04;200101
5930;7930;LENTES DE CONTACTO IQ SOFT TORICO +6.25;LCI-0005930;150;4;U04;200101
5931;7931;LENTES DE CONTACTO IQ SOFT TORICO +6.00;LCI-0005931;150;4;U04;200101
5932;7932;LENTES DE CONTACTO IQ SOFT TORICO +5.75;LCI-0005932;150;4;U04;200101
5933;7933;LENTES DE CONTACTO IQ SOFT TORICO +5.50;LCI-0005933;150;4;U04;200101
5934;7934;LENTES DE CONTACTO IQ SOFT TORICO +5.25;LCI-0005934;150;4;U04;200101
5935;7935;LENTES DE CONTACTO IQ SOFT TORICO +5.00;LCI-0005935;150;4;U04;200101
5936;7936;LENTES DE CONTACTO IQ SOFT TORICO +4.75;LCI-0005936;150;4;U04;200101
5937;7937;LENTES DE CONTACTO IQ SOFT TORICO +4.50;LCI-0005937;150;4;U04;200101
5938;7938;LENTES DE CONTACTO IQ SOFT TORICO +4.25;LCI-0005938;150;4;U04;200101
5939;7939;LENTES DE CONTACTO IQ SOFT TORICO +4.00;LCI-0005939;150;4;U04;200101
5940;7940;LENTES DE CONTACTO IQ SOFT TORICO +3.75;LCI-0005940;150;4;U04;200101
5941;7941;LENTES DE CONTACTO IQ SOFT TORICO +3.50;LCI-0005941;150;4;U04;200101
5942;7942;LENTES DE CONTACTO IQ SOFT TORICO +3.25;LCI-0005942;150;4;U04;200101
5943;7943;LENTES DE CONTACTO IQ SOFT TORICO +3.00;LCI-0005943;150;4;U04;200101
5944;7944;LENTES DE CONTACTO IQ SOFT TORICO +2.75;LCI-0005944;150;4;U04;200101
5945;7945;LENTES DE CONTACTO IQ SOFT TORICO +2.50;LCI-0005945;150;4;U04;200101
5946;7946;LENTES DE CONTACTO IQ SOFT TORICO +2.25;LCI-0005946;150;4;U04;200101
5947;7947;LENTES DE CONTACTO IQ SOFT TORICO +2.00;LCI-0005947;150;4;U04;200101
5948;7948;LENTES DE CONTACTO IQ SOFT TORICO +1.75;LCI-0005948;150;4;U04;200101
5949;7949;LENTES DE CONTACTO IQ SOFT TORICO +1.50;LCI-0005949;150;4;U04;200101
5950;7950;LENTES DE CONTACTO IQ SOFT TORICO +1.25;LCI-0005950;150;4;U04;200101
5951;7951;LENTES DE CONTACTO IQ SOFT TORICO +1.00;LCI-0005951;150;4;U04;200101
5952;7952;LENTES DE CONTACTO IQ SOFT TORICO +0.75;LCI-0005952;150;4;U04;200101
5953;7953;LENTES DE CONTACTO IQ SOFT TORICO +0.50;LCI-0005953;150;4;U04;200101
5954;7954;LENTES DE CONTACTO IQ SOFT TORICO +0.25;LCI-0005954;150;4;U04;200101
5955;7955;LENTES DE CONTACTO IQ SOFT TORICO +0.00;LCI-0005955;150;4;U04;200101
5956;7956;LENTES DE CONTACTO IQ SOFT TORICO -0.25;LCI-0005956;150;4;U04;200101
5957;7957;LENTES DE CONTACTO IQ SOFT TORICO -0.50;LCI-0005957;150;4;U04;200101
5958;7958;LENTES DE CONTACTO IQ SOFT TORICO -0.75;LCI-0005958;150;4;U04;200101
5959;7959;LENTES DE CONTACTO IQ SOFT TORICO -1.00;LCI-0005959;150;4;U04;200101
5960;7960;LENTES DE CONTACTO IQ SOFT TORICO -1.25;LCI-0005960;150;4;U04;200101
5961;7961;LENTES DE CONTACTO IQ SOFT TORICO -1.50;LCI-0005961;150;4;U04;200101
5962;7962;LENTES DE CONTACTO IQ SOFT TORICO -1.75;LCI-0005962;150;4;U04;200101
5963;7963;LENTES DE CONTACTO IQ SOFT TORICO -2.00;LCI-0005963;150;4;U04;200101
5964;7964;LENTES DE CONTACTO IQ SOFT TORICO -2.25;LCI-0005964;150;4;U04;200101
5965;7965;LENTES DE CONTACTO IQ SOFT TORICO -2.50;LCI-0005965;150;4;U04;200101
5966;7966;LENTES DE CONTACTO IQ SOFT TORICO -2.75;LCI-0005966;150;4;U04;200101
5967;7967;LENTES DE CONTACTO IQ SOFT TORICO -3.00;LCI-0005967;150;4;U04;200101
5968;7968;LENTES DE CONTACTO IQ SOFT TORICO -3.25;LCI-0005968;150;4;U04;200101
5969;7969;LENTES DE CONTACTO IQ SOFT TORICO -3.50;LCI-0005969;150;4;U04;200101
5970;7970;LENTES DE CONTACTO IQ SOFT TORICO -3.75;LCI-0005970;150;4;U04;200101
5971;7971;LENTES DE CONTACTO IQ SOFT TORICO -4.00;LCI-0005971;150;4;U04;200101
5972;7972;LENTES DE CONTACTO IQ SOFT TORICO -4.25;LCI-0005972;150;4;U04;200101
5973;7973;LENTES DE CONTACTO IQ SOFT TORICO -4.50;LCI-0005973;150;4;U04;200101
5974;7974;LENTES DE CONTACTO IQ SOFT TORICO -4.75;LCI-0005974;150;4;U04;200101
5975;7975;LENTES DE CONTACTO IQ SOFT TORICO -5.00;LCI-0005975;150;4;U04;200101
5976;7976;LENTES DE CONTACTO IQ SOFT TORICO -5.25;LCI-0005976;150;4;U04;200101
5977;7977;LENTES DE CONTACTO IQ SOFT TORICO -5.50;LCI-0005977;150;4;U04;200101
5978;7978;LENTES DE CONTACTO IQ SOFT TORICO -5.75;LCI-0005978;150;4;U04;200101
5979;7979;LENTES DE CONTACTO IQ SOFT TORICO -6.00;LCI-0005979;150;4;U04;200101
5980;7980;LENTES DE CONTACTO IQ SOFT TORICO -6.25;LCI-0005980;150;4;U04;200101
5981;7981;LENTES DE CONTACTO IQ SOFT TORICO -6.50;LCI-0005981;150;4;U04;200101
5982;7982;LENTES DE CONTACTO IQ SOFT TORICO -6.75;LCI-0005982;150;4;U04;200101
5983;7983;LENTES DE CONTACTO IQ SOFT TORICO -7.00;LCI-0005983;150;4;U04;200101
5984;7984;LENTES DE CONTACTO IQ SOFT TORICO -7.25;LCI-0005984;150;4;U04;200101
5985;7985;LENTES DE CONTACTO IQ SOFT TORICO -7.50;LCI-0005985;150;4;U04;200101
5986;7986;LENTES DE CONTACTO IQ SOFT TORICO -7.75;LCI-0005986;150;4;U04;200101
5987;7987;LENTES DE CONTACTO IQ SOFT TORICO -8.00;LCI-0005987;150;4;U04;200101
5988;7988;LENTES DE CONTACTO IQ SOFT TORICO -8.25;LCI-0005988;150;4;U04;200101
5989;7989;LENTES DE CONTACTO IQ SOFT TORICO -8.50;LCI-0005989;150;4;U04;200101
5990;7990;LENTES DE CONTACTO IQ SOFT TORICO -8.75;LCI-0005990;150;4;U04;200101
5991;7991;LENTES DE CONTACTO IQ SOFT TORICO -9.00;LCI-0005991;150;4;U04;200101
5992;7992;LENTES DE CONTACTO IQ SOFT TORICO -9.25;LCI-0005992;150;4;U04;200101
5993;7993;LENTES DE CONTACTO IQ SOFT TORICO -9.50;LCI-0005993;150;4;U04;200101
5994;7994;LENTES DE CONTACTO IQ SOFT TORICO -9.75;LCI-0005994;150;4;U04;200101
5995;7995;LENTES DE CONTACTO IQ SOFT TORICO -10.00;LCI-0005995;150;4;U04;200101
5996;7996;LENTES DE CONTACTO IQ SOFT TORICO -10.25;LCI-0005996;150;4;U04;200101
5997;7997;LENTES DE CONTACTO IQ SOFT TORICO -10.50;LCI-0005997;150;4;U04;200101
5998;7998;LENTES DE CONTACTO IQ SOFT TORICO -10.75;LCI-0005998;150;4;U04;200101
5999;7999;LENTES DE CONTACTO IQ SOFT TORICO -11.00;LCI-0005999;150;4;U04;200101
6000;8000;LENTES DE CONTACTO IQ SOFT TORICO -11.25;LCI-0006000;150;4;U04;200101
6001;8001;LENTES DE CONTACTO IQ SOFT TORICO -11.50;LCI-0006001;150;4;U04;200101
6002;8002;LENTES DE CONTACTO IQ SOFT TORICO -11.75;LCI-0006002;150;4;U04;200101
6003;8003;LENTES DE CONTACTO IQ SOFT TORICO -12.00;LCI-0006003;150;4;U04;200101
6004;8004;LENTES DE CONTACTO IQ SOFT TORICO -12.25;LCI-0006004;150;4;U04;200101
6005;8005;LENTES DE CONTACTO IQ SOFT TORICO -12.50;LCI-0006005;150;4;U04;200101
6006;8006;LENTES DE CONTACTO IQ SOFT TORICO -12.75;LCI-0006006;150;4;U04;200101
6007;8007;LENTES DE CONTACTO IQ SOFT TORICO -13.00;LCI-0006007;150;4;U04;200101
6008;8008;LENTES DE CONTACTO IQ SOFT TORICO -13.25;LCI-0006008;150;4;U04;200101
6009;8009;LENTES DE CONTACTO IQ SOFT TORICO -13.50;LCI-0006009;150;4;U04;200101
6010;8010;LENTES DE CONTACTO IQ SOFT TORICO -13.75;LCI-0006010;150;4;U04;200101
6011;8011;LENTES DE CONTACTO IQ SOFT TORICO -14.00;LCI-0006011;150;4;U04;200101
6012;8012;LENTES DE CONTACTO IQ SOFT TORICO -14.25;LCI-0006012;150;4;U04;200101
6013;8013;LENTES DE CONTACTO IQ SOFT TORICO -14.50;LCI-0006013;150;4;U04;200101
6014;8014;LENTES DE CONTACTO IQ SOFT TORICO -14.75;LCI-0006014;150;4;U04;200101
6015;8015;LENTES DE CONTACTO IQ SOFT TORICO -15.00;LCI-0006015;150;4;U04;200101
6016;8016;LENTES DE CONTACTO IQ SOFT TORICO -15.25;LCI-0006016;150;4;U04;200101
6017;8017;LENTES DE CONTACTO IQ SOFT TORICO -15.50;LCI-0006017;150;4;U04;200101
6018;8018;LENTES DE CONTACTO IQ SOFT TORICO -15.75;LCI-0006018;150;4;U04;200101
6019;8019;LENTES DE CONTACTO IQ SOFT TORICO -16.00;LCI-0006019;150;4;U04;200101
6020;8020;LENTES DE CONTACTO IQ SOFT TORICO -16.25;LCI-0006020;150;4;U04;200101
6021;8021;LENTES DE CONTACTO IQ SOFT TORICO -16.50;LCI-0006021;150;4;U04;200101
6022;8022;LENTES DE CONTACTO IQ SOFT TORICO -16.75;LCI-0006022;150;4;U04;200101
6023;8023;LENTES DE CONTACTO IQ SOFT TORICO -17.00;LCI-0006023;150;4;U04;200101
6024;8024;LENTES DE CONTACTO IQ SOFT TORICO -17.25;LCI-0006024;150;4;U04;200101
6025;8025;LENTES DE CONTACTO IQ SOFT TORICO -17.50;LCI-0006025;150;4;U04;200101
6026;8026;LENTES DE CONTACTO IQ SOFT TORICO -17.75;LCI-0006026;150;4;U04;200101
6027;8027;LENTES DE CONTACTO IQ SOFT TORICO -18.00;LCI-0006027;150;4;U04;200101
6028;8028;LENTES DE CONTACTO IQ SOFT TORICO -18.25;LCI-0006028;150;4;U04;200101
6029;8029;LENTES DE CONTACTO IQ SOFT TORICO -18.50;LCI-0006029;150;4;U04;200101
6030;8030;LENTES DE CONTACTO IQ SOFT TORICO -18.75;LCI-0006030;150;4;U04;200101
6031;8031;LENTES DE CONTACTO IQ SOFT TORICO -19.00;LCI-0006031;150;4;U04;200101
6032;8032;LENTES DE CONTACTO IQ SOFT TORICO -19.25;LCI-0006032;150;4;U04;200101
6033;8033;LENTES DE CONTACTO IQ SOFT TORICO -19.50;LCI-0006033;150;4;U04;200101
6034;8034;LENTES DE CONTACTO IQ SOFT TORICO -19.75;LCI-0006034;150;4;U04;200101
6035;8035;LENTES DE CONTACTO IQ SOFT TORICO -20.00;LCI-0006035;150;4;U04;200101
6036;8036;LENTES DE CONTACTO IQ SOFT TORICO -20.25;LCI-0006036;150;4;U04;200101
6037;8037;LENTES DE CONTACTO IQ SOFT TORICO -20.50;LCI-0006037;150;4;U04;200101
6038;8038;LENTES DE CONTACTO IQ SOFT TORICO -20.75;LCI-0006038;150;4;U04;200101
6039;8039;LENTES DE CONTACTO IQ SOFT TORICO -21.00;LCI-0006039;150;4;U04;200101
6040;8040;LENTES DE CONTACTO IQ SOFT TORICO -21.25;LCI-0006040;150;4;U04;200101
6041;8041;LENTES DE CONTACTO IQ SOFT TORICO -21.50;LCI-0006041;150;4;U04;200101
6042;8042;LENTES DE CONTACTO IQ SOFT TORICO -21.75;LCI-0006042;150;4;U04;200101
6043;8043;LENTES DE CONTACTO IQ SOFT TORICO -22.00;LCI-0006043;150;4;U04;200101
6044;8044;LENTES DE CONTACTO IQ SOFT TORICO -22.25;LCI-0006044;150;4;U04;200101
6045;8045;LENTES DE CONTACTO IQ SOFT TORICO -22.50;LCI-0006045;150;4;U04;200101
6046;8046;LENTES DE CONTACTO IQ SOFT TORICO -22.75;LCI-0006046;150;4;U04;200101
6047;8047;LENTES DE CONTACTO IQ SOFT TORICO -23.00;LCI-0006047;150;4;U04;200101
6048;8048;LENTES DE CONTACTO IQ SOFT TORICO -23.25;LCI-0006048;150;4;U04;200101
6049;8049;LENTES DE CONTACTO IQ SOFT TORICO -23.50;LCI-0006049;150;4;U04;200101
6050;8050;LENTES DE CONTACTO IQ SOFT TORICO -23.75;LCI-0006050;150;4;U04;200101
6051;8051;LENTES DE CONTACTO IQ SOFT TORICO -24.00;LCI-0006051;150;4;U04;200101
6052;8052;LENTES DE CONTACTO IQ SOFT TORICO -24.25;LCI-0006052;150;4;U04;200101
6053;8053;LENTES DE CONTACTO IQ SOFT TORICO -24.50;LCI-0006053;150;4;U04;200101
6054;8054;LENTES DE CONTACTO IQ SOFT TORICO -24.75;LCI-0006054;150;4;U04;200101
6055;8055;LENTES DE CONTACTO IQ SOFT TORICO -25.00;LCI-0006055;150;4;U04;200101
6056;8056;LENTES DE CONTACTO IQ SOFT TORICO -25.25;LCI-0006056;150;4;U04;200101
6057;8057;LENTES DE CONTACTO IQ SOFT TORICO -25.50;LCI-0006057;150;4;U04;200101
6058;8058;LENTES DE CONTACTO IQ SOFT TORICO -25.75;LCI-0006058;150;4;U04;200101
6059;8059;LENTES DE CONTACTO IQ SOFT TORICO -26.00;LCI-0006059;150;4;U04;200101
6060;8060;LENTES DE CONTACTO IQ SOFT TORICO -26.25;LCI-0006060;150;4;U04;200101
6061;8061;LENTES DE CONTACTO IQ SOFT TORICO -26.50;LCI-0006061;150;4;U04;200101
6062;8062;LENTES DE CONTACTO IQ SOFT TORICO -26.75;LCI-0006062;150;4;U04;200101
6063;8063;LENTES DE CONTACTO IQ SOFT TORICO -27.00;LCI-0006063;150;4;U04;200101
6064;8064;LENTES DE CONTACTO IQ SOFT TORICO -27.25;LCI-0006064;150;4;U04;200101
6065;8065;LENTES DE CONTACTO IQ SOFT TORICO -27.50;LCI-0006065;150;4;U04;200101
6066;8066;LENTES DE CONTACTO IQ SOFT TORICO -27.75;LCI-0006066;150;4;U04;200101
6067;8067;LENTES DE CONTACTO IQ SOFT TORICO -28.00;LCI-0006067;150;4;U04;200101
6068;8068;LENTES DE CONTACTO IQ SOFT TORICO -28.25;LCI-0006068;150;4;U04;200101
6069;8069;LENTES DE CONTACTO IQ SOFT TORICO -28.50;LCI-0006069;150;4;U04;200101
6070;8070;LENTES DE CONTACTO IQ SOFT TORICO -28.75;LCI-0006070;150;4;U04;200101
6071;8071;LENTES DE CONTACTO IQ SOFT TORICO -29.00;LCI-0006071;150;4;U04;200101
6072;8072;LENTES DE CONTACTO IQ SOFT TORICO -29.25;LCI-0006072;150;4;U04;200101
6073;8073;LENTES DE CONTACTO IQ SOFT TORICO -29.50;LCI-0006073;150;4;U04;200101
6074;8074;LENTES DE CONTACTO IQ SOFT TORICO -29.75;LCI-0006074;150;4;U04;200101
6075;8075;LENTES DE CONTACTO IQ SOFT TORICO -30.00;LCI-0006075;150;4;U04;200101
6076;8076;LENTES DE CONTACTO IQ SOFT BIFOCAL +30.00;LCI-0006076;150;4;U04;200101
6077;8077;LENTES DE CONTACTO IQ SOFT BIFOCAL +29.75;LCI-0006077;150;4;U04;200101
6078;8078;LENTES DE CONTACTO IQ SOFT BIFOCAL +29.50;LCI-0006078;150;4;U04;200101
6079;8079;LENTES DE CONTACTO IQ SOFT BIFOCAL +29.25;LCI-0006079;150;4;U04;200101
6080;8080;LENTES DE CONTACTO IQ SOFT BIFOCAL +29.00;LCI-0006080;150;4;U04;200101
6081;8081;LENTES DE CONTACTO IQ SOFT BIFOCAL +28.75;LCI-0006081;150;4;U04;200101
6082;8082;LENTES DE CONTACTO IQ SOFT BIFOCAL +28.50;LCI-0006082;150;4;U04;200101
6083;8083;LENTES DE CONTACTO IQ SOFT BIFOCAL +28.25;LCI-0006083;150;4;U04;200101
6084;8084;LENTES DE CONTACTO IQ SOFT BIFOCAL +28.00;LCI-0006084;150;4;U04;200101
6085;8085;LENTES DE CONTACTO IQ SOFT BIFOCAL +27.75;LCI-0006085;150;4;U04;200101
6086;8086;LENTES DE CONTACTO IQ SOFT BIFOCAL +27.50;LCI-0006086;150;4;U04;200101
6087;8087;LENTES DE CONTACTO IQ SOFT BIFOCAL +27.25;LCI-0006087;150;4;U04;200101
6088;8088;LENTES DE CONTACTO IQ SOFT BIFOCAL +27.00;LCI-0006088;150;4;U04;200101
6089;8089;LENTES DE CONTACTO IQ SOFT BIFOCAL +26.75;LCI-0006089;150;4;U04;200101
6090;8090;LENTES DE CONTACTO IQ SOFT BIFOCAL +26.50;LCI-0006090;150;4;U04;200101
6091;8091;LENTES DE CONTACTO IQ SOFT BIFOCAL +26.25;LCI-0006091;150;4;U04;200101
6092;8092;LENTES DE CONTACTO IQ SOFT BIFOCAL +26.00;LCI-0006092;150;4;U04;200101
6093;8093;LENTES DE CONTACTO IQ SOFT BIFOCAL +25.75;LCI-0006093;150;4;U04;200101
6094;8094;LENTES DE CONTACTO IQ SOFT BIFOCAL +25.50;LCI-0006094;150;4;U04;200101
6095;8095;LENTES DE CONTACTO IQ SOFT BIFOCAL +25.25;LCI-0006095;150;4;U04;200101
6096;8096;LENTES DE CONTACTO IQ SOFT BIFOCAL +25.00;LCI-0006096;150;4;U04;200101
6097;8097;LENTES DE CONTACTO IQ SOFT BIFOCAL +24.75;LCI-0006097;150;4;U04;200101
6098;8098;LENTES DE CONTACTO IQ SOFT BIFOCAL +24.50;LCI-0006098;150;4;U04;200101
6099;8099;LENTES DE CONTACTO IQ SOFT BIFOCAL +24.25;LCI-0006099;150;4;U04;200101
6100;8100;LENTES DE CONTACTO IQ SOFT BIFOCAL +24.00;LCI-0006100;150;4;U04;200101
6101;8101;LENTES DE CONTACTO IQ SOFT BIFOCAL +23.75;LCI-0006101;150;4;U04;200101
6102;8102;LENTES DE CONTACTO IQ SOFT BIFOCAL +23.50;LCI-0006102;150;4;U04;200101
6103;8103;LENTES DE CONTACTO IQ SOFT BIFOCAL +23.25;LCI-0006103;150;4;U04;200101
6104;8104;LENTES DE CONTACTO IQ SOFT BIFOCAL +23.00;LCI-0006104;150;4;U04;200101
6105;8105;LENTES DE CONTACTO IQ SOFT BIFOCAL +22.75;LCI-0006105;150;4;U04;200101
6106;8106;LENTES DE CONTACTO IQ SOFT BIFOCAL +22.50;LCI-0006106;150;4;U04;200101
6107;8107;LENTES DE CONTACTO IQ SOFT BIFOCAL +22.25;LCI-0006107;150;4;U04;200101
6108;8108;LENTES DE CONTACTO IQ SOFT BIFOCAL +22.00;LCI-0006108;150;4;U04;200101
6109;8109;LENTES DE CONTACTO IQ SOFT BIFOCAL +21.75;LCI-0006109;150;4;U04;200101
6110;8110;LENTES DE CONTACTO IQ SOFT BIFOCAL +21.50;LCI-0006110;150;4;U04;200101
6111;8111;LENTES DE CONTACTO IQ SOFT BIFOCAL +21.25;LCI-0006111;150;4;U04;200101
6112;8112;LENTES DE CONTACTO IQ SOFT BIFOCAL +21.00;LCI-0006112;150;4;U04;200101
6113;8113;LENTES DE CONTACTO IQ SOFT BIFOCAL +20.75;LCI-0006113;150;4;U04;200101
6114;8114;LENTES DE CONTACTO IQ SOFT BIFOCAL +20.50;LCI-0006114;150;4;U04;200101
6115;8115;LENTES DE CONTACTO IQ SOFT BIFOCAL +20.25;LCI-0006115;150;4;U04;200101
6116;8116;LENTES DE CONTACTO IQ SOFT BIFOCAL +20.00;LCI-0006116;150;4;U04;200101
6117;8117;LENTES DE CONTACTO IQ SOFT BIFOCAL +19.75;LCI-0006117;150;4;U04;200101
6118;8118;LENTES DE CONTACTO IQ SOFT BIFOCAL +19.50;LCI-0006118;150;4;U04;200101
6119;8119;LENTES DE CONTACTO IQ SOFT BIFOCAL +19.25;LCI-0006119;150;4;U04;200101
6120;8120;LENTES DE CONTACTO IQ SOFT BIFOCAL +19.00;LCI-0006120;150;4;U04;200101
6121;8121;LENTES DE CONTACTO IQ SOFT BIFOCAL +18.75;LCI-0006121;150;4;U04;200101
6122;8122;LENTES DE CONTACTO IQ SOFT BIFOCAL +18.50;LCI-0006122;150;4;U04;200101
6123;8123;LENTES DE CONTACTO IQ SOFT BIFOCAL +18.25;LCI-0006123;150;4;U04;200101
6124;8124;LENTES DE CONTACTO IQ SOFT BIFOCAL +18.00;LCI-0006124;150;4;U04;200101
6125;8125;LENTES DE CONTACTO IQ SOFT BIFOCAL +17.75;LCI-0006125;150;4;U04;200101
6126;8126;LENTES DE CONTACTO IQ SOFT BIFOCAL +17.50;LCI-0006126;150;4;U04;200101
6127;8127;LENTES DE CONTACTO IQ SOFT BIFOCAL +17.25;LCI-0006127;150;4;U04;200101
6128;8128;LENTES DE CONTACTO IQ SOFT BIFOCAL +17.00;LCI-0006128;150;4;U04;200101
6129;8129;LENTES DE CONTACTO IQ SOFT BIFOCAL +16.75;LCI-0006129;150;4;U04;200101
6130;8130;LENTES DE CONTACTO IQ SOFT BIFOCAL +16.50;LCI-0006130;150;4;U04;200101
6131;8131;LENTES DE CONTACTO IQ SOFT BIFOCAL +16.25;LCI-0006131;150;4;U04;200101
6132;8132;LENTES DE CONTACTO IQ SOFT BIFOCAL +16.00;LCI-0006132;150;4;U04;200101
6133;8133;LENTES DE CONTACTO IQ SOFT BIFOCAL +15.75;LCI-0006133;150;4;U04;200101
6134;8134;LENTES DE CONTACTO IQ SOFT BIFOCAL +15.50;LCI-0006134;150;4;U04;200101
6135;8135;LENTES DE CONTACTO IQ SOFT BIFOCAL +15.25;LCI-0006135;150;4;U04;200101
6136;8136;LENTES DE CONTACTO IQ SOFT BIFOCAL +15.00;LCI-0006136;150;4;U04;200101
6137;8137;LENTES DE CONTACTO IQ SOFT BIFOCAL +14.75;LCI-0006137;150;4;U04;200101
6138;8138;LENTES DE CONTACTO IQ SOFT BIFOCAL +14.50;LCI-0006138;150;4;U04;200101
6139;8139;LENTES DE CONTACTO IQ SOFT BIFOCAL +14.25;LCI-0006139;150;4;U04;200101
6140;8140;LENTES DE CONTACTO IQ SOFT BIFOCAL +14.00;LCI-0006140;150;4;U04;200101
6141;8141;LENTES DE CONTACTO IQ SOFT BIFOCAL +13.75;LCI-0006141;150;4;U04;200101
6142;8142;LENTES DE CONTACTO IQ SOFT BIFOCAL +13.50;LCI-0006142;150;4;U04;200101
6143;8143;LENTES DE CONTACTO IQ SOFT BIFOCAL +13.25;LCI-0006143;150;4;U04;200101
6144;8144;LENTES DE CONTACTO IQ SOFT BIFOCAL +13.00;LCI-0006144;150;4;U04;200101
6145;8145;LENTES DE CONTACTO IQ SOFT BIFOCAL +12.75;LCI-0006145;150;4;U04;200101
6146;8146;LENTES DE CONTACTO IQ SOFT BIFOCAL +12.50;LCI-0006146;150;4;U04;200101
6147;8147;LENTES DE CONTACTO IQ SOFT BIFOCAL +12.25;LCI-0006147;150;4;U04;200101
6148;8148;LENTES DE CONTACTO IQ SOFT BIFOCAL +12.00;LCI-0006148;150;4;U04;200101
6149;8149;LENTES DE CONTACTO IQ SOFT BIFOCAL +11.75;LCI-0006149;150;4;U04;200101
6150;8150;LENTES DE CONTACTO IQ SOFT BIFOCAL +11.50;LCI-0006150;150;4;U04;200101
6151;8151;LENTES DE CONTACTO IQ SOFT BIFOCAL +11.25;LCI-0006151;150;4;U04;200101
6152;8152;LENTES DE CONTACTO IQ SOFT BIFOCAL +11.00;LCI-0006152;150;4;U04;200101
6153;8153;LENTES DE CONTACTO IQ SOFT BIFOCAL +10.75;LCI-0006153;150;4;U04;200101
6154;8154;LENTES DE CONTACTO IQ SOFT BIFOCAL +10.50;LCI-0006154;150;4;U04;200101
6155;8155;LENTES DE CONTACTO IQ SOFT BIFOCAL +10.25;LCI-0006155;150;4;U04;200101
6156;8156;LENTES DE CONTACTO IQ SOFT BIFOCAL +10.00;LCI-0006156;150;4;U04;200101
6157;8157;LENTES DE CONTACTO IQ SOFT BIFOCAL +9.75;LCI-0006157;150;4;U04;200101
6158;8158;LENTES DE CONTACTO IQ SOFT BIFOCAL +9.50;LCI-0006158;150;4;U04;200101
6159;8159;LENTES DE CONTACTO IQ SOFT BIFOCAL +9.25;LCI-0006159;150;4;U04;200101
6160;8160;LENTES DE CONTACTO IQ SOFT BIFOCAL +9.00;LCI-0006160;150;4;U04;200101
6161;8161;LENTES DE CONTACTO IQ SOFT BIFOCAL +8.75;LCI-0006161;150;4;U04;200101
6162;8162;LENTES DE CONTACTO IQ SOFT BIFOCAL +8.50;LCI-0006162;150;4;U04;200101
6163;8163;LENTES DE CONTACTO IQ SOFT BIFOCAL +8.25;LCI-0006163;150;4;U04;200101
6164;8164;LENTES DE CONTACTO IQ SOFT BIFOCAL +8.00;LCI-0006164;150;4;U04;200101
6165;8165;LENTES DE CONTACTO IQ SOFT BIFOCAL +7.75;LCI-0006165;150;4;U04;200101
6166;8166;LENTES DE CONTACTO IQ SOFT BIFOCAL +7.50;LCI-0006166;150;4;U04;200101
6167;8167;LENTES DE CONTACTO IQ SOFT BIFOCAL +7.25;LCI-0006167;150;4;U04;200101
6168;8168;LENTES DE CONTACTO IQ SOFT BIFOCAL +7.00;LCI-0006168;150;4;U04;200101
6169;8169;LENTES DE CONTACTO IQ SOFT BIFOCAL +6.75;LCI-0006169;150;4;U04;200101
6170;8170;LENTES DE CONTACTO IQ SOFT BIFOCAL +6.50;LCI-0006170;150;4;U04;200101
6171;8171;LENTES DE CONTACTO IQ SOFT BIFOCAL +6.25;LCI-0006171;150;4;U04;200101
6172;8172;LENTES DE CONTACTO IQ SOFT BIFOCAL +6.00;LCI-0006172;150;4;U04;200101
6173;8173;LENTES DE CONTACTO IQ SOFT BIFOCAL +5.75;LCI-0006173;150;4;U04;200101
